Serial Number,Main Office,Branch Number,Established Date,Acquired Date,City,County,State,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
1982,0,5376,12/17/2001,09/25/2008,Roswell,Fulton,GA,12370,12138,22281,24575,32808,39647,56430
1983,0,5377,12/17/2001,09/25/2008,Lilburn,Gwinnett,GA,9743,12179,18346,21543,19610,23851,29958
1984,0,5378,05/06/2002,09/25/2008,Avondale,Maricopa,AZ,8452,10194,12773,14450,32962,38059,57337
1985,0,5379,06/03/2002,09/25/2008,Avondale,Maricopa,AZ,23906,23333,24792,27403,29002,33871,39407
1986,0,5384,03/26/2001,09/25/2008,Glendale,Maricopa,AZ,26395,31412,29110,30687,33861,40511,46338
1987,0,5385,03/26/2001,09/25/2008,Glendale,Maricopa,AZ,21080,23625,24521,28812,30151,36587,41628
1988,0,5397,09/23/2002,09/25/2008,Scottsdale,Maricopa,AZ,23122,29592,37031,39126,39758,44443,52951
1989,0,5400,02/25/2002,09/25/2008,Tempe,Maricopa,AZ,23023,23768,31203,34491,69224,76412,86229
1990,0,5401,01/18/2002,09/25/2008,Fontana,San Bernardino,CA,44795,50285,54320,54693,56836,63944,76398
1991,0,5402,05/01/2002,09/25/2008,Lodi,San Joaquin,CA,40051,43835,51567,50074,59868,60578,72609
1992,0,5403,03/18/2002,09/25/2008,Newbury Park,Ventura,CA,59830,60567,76281,76478,95693,104657,110634
1993,0,5404,02/01/2002,09/25/2008,Rocklin,Placer,CA,47626,47276,53214,59160,66079,75308,87537
1994,0,5405,11/13/2001,09/25/2008,Apopka,Orange,FL,26734,26996,31726,34037,36959,40073,48563
1995,0,5406,02/04/2002,09/25/2008,Cocoa,Brevard,FL,19858,21012,24731,24427,25359,25840,30677
1996,0,5408,08/12/2002,09/25/2008,Hollywood,Broward,FL,27413,30403,33930,35574,37559,40546,47484
1997,0,5410,12/17/2001,09/25/2008,Kissimmee,Osceola,FL,32764,35833,43243,47095,50702,56801,65322
1998,0,5412,08/05/2002,09/25/2008,Miami,Miami-Dade,FL,39617,46987,57931,63310,69012,87457,86759
1999,0,5413,01/02/2002,09/25/2008,Miami,Miami-Dade,FL,83517,114491,155236,184646,184324,194001,200834
2000,0,5414,05/08/2002,09/25/2008,Miami,Miami-Dade,FL,23093,23407,27349,30920,37453,43527,48114
2001,0,5415,11/01/2001,09/25/2008,Melbourne,Brevard,FL,33042,34507,39912,65500,74012,76850,86832
2002,0,5417,10/29/2001,09/25/2008,Oakland Park,Broward,FL,23744,29823,35064,39366,49711,48399,51545
2003,0,5418,12/17/2001,09/25/2008,Ocoee,Orange,FL,39001,41307,52559,54099,52343,56956,58956
2004,0,5419,08/05/2002,09/25/2008,Orlando,Orange,FL,11621,12944,14915,18647,18720,20019,25589
2005,0,5420,06/04/2001,09/25/2008,Orlando,Orange,FL,48838,64795,73078,83623,92922,107144,123555
2006,0,5421,03/04/2002,09/25/2008,Palm Bay,Brevard,FL,17423,19978,21402,22650,24730,28797,34501
2007,0,5422,12/21/1998,09/25/2008,Pembroke Pines,Broward,FL,66681,69769,80258,93814,101891,116804,132493
2008,0,5423,06/17/2002,09/25/2008,Rockledge,Brevard,FL,20833,25058,29737,40309,44220,49252,54865
2009,0,5424,04/01/2002,09/25/2008,Acworth,Cobb,GA,18038,20865,22406,26422,31813,42070,36397
2010,0,5425,12/02/2002,09/25/2008,Arvada,Jefferson,CO,21662,22346,28530,31327,34679,36399,44831
2011,0,5430,12/02/2002,09/25/2008,Denver,Denver,CO,10396,11580,12490,15179,17300,19915,22564
2012,0,5433,05/04/2002,09/25/2008,Alpharetta,Fulton,GA,23727,30455,41380,44895,56134,63166,73209
2013,0,5435,05/13/2002,09/25/2008,Canton,Cherokee,GA,14488,14211,16540,20561,26674,28279,31221
2014,0,5436,04/01/2002,09/25/2008,Conyers,Rockdale,GA,12355,13026,14322,18491,21754,23942,28839
2015,0,5438,07/15/2002,09/25/2008,Cumming,Forsyth,GA,20645,25326,32743,34413,36680,41581,46586
2016,0,5439,04/01/2002,09/25/2008,Decatur,DeKalb,GA,8023,8887,10021,19780,20365,22469,24684
2017,0,5440,04/01/2002,09/25/2008,Decatur,DeKalb,GA,14280,15532,22147,25141,27630,30212,34608
2018,0,5441,09/16/2002,09/25/2008,Decatur,DeKalb,GA,8414,9225,10104,11977,13558,15185,17300
2019,0,5442,07/15/2002,09/25/2008,Douglasville,Douglas,GA,14062,16206,18377,19993,24478,24609,26287
2020,0,5444,07/15/2002,09/25/2008,Hiram,Paulding,GA,10388,13588,16034,16519,25185,20746,24292
2021,0,5445,09/16/2002,09/25/2008,Lawrenceville,Gwinnett,GA,16805,22923,21572,24576,27818,30781,31684
2022,0,5447,07/22/2002,09/25/2008,Mcdonough,Henry,GA,11945,10741,15466,19080,24580,25987,33080
2023,0,5448,04/01/2002,09/25/2008,Norcross,Gwinnett,GA,7400,11539,15779,19371,20239,24036,25567
2024,0,5449,02/16/2002,09/25/2008,Norcross,Gwinnett,GA,9760,11749,16017,19752,23757,25614,30707
2025,0,5450,04/01/2002,09/25/2008,Powder Springs,Cobb,GA,9138,9813,11606,12709,14031,16685,17411
2026,0,5451,07/15/2002,09/25/2008,Riverdale,Clayton,GA,11992,16122,20293,21294,22142,24474,27300
2027,0,5452,04/01/2002,09/25/2008,Roswell,Fulton,GA,19271,22446,25880,32158,35332,41311,44557
2028,0,5453,07/15/2002,09/25/2008,Smyrna,Cobb,GA,14820,20432,26928,32473,49474,47392,60125
2029,0,5454,05/08/2000,09/25/2008,Henderson,Clark,NV,58418,59157,64529,67429,74578,83310,89848
2030,0,5455,04/24/2000,09/25/2008,Henderson,Clark,NV,37291,39983,44336,54748,64621,65611,74273
2031,0,5456,04/05/2000,09/25/2008,Henderson,Clark,NV,34144,36515,42537,44340,52491,55599,58601
2032,0,5457,06/19/2000,09/25/2008,Henderson,Clark,NV,35441,44447,47915,73681,78463,62780,68659
2033,0,5459,05/14/2001,09/25/2008,Las Vegas,Clark,NV,39081,53182,58276,70933,90750,94875,110503
2034,0,5460,05/15/2000,09/25/2008,Las Vegas,Clark,NV,29278,50840,57636,42883,62151,67774,69753
2035,0,5461,04/24/2000,09/25/2008,Las Vegas,Clark,NV,35368,35391,35710,39449,40827,43769,48402
2036,0,5462,06/18/2001,09/25/2008,Las Vegas,Clark,NV,33268,37068,47050,49473,55114,71130,80597
2037,0,5463,05/15/2000,09/25/2008,Las Vegas,Clark,NV,56993,59965,72812,94839,120821,109751,143983
2038,0,5465,04/05/2000,09/25/2008,Las Vegas,Clark,NV,43655,49598,70599,83108,88155,109640,109221
2039,0,5466,04/05/2000,09/25/2008,Las Vegas,Clark,NV,36394,44661,48757,59851,69785,78537,82766
2040,0,5467,09/17/2001,09/25/2008,North Las Vegas,Clark,NV,37805,28620,33029,42323,41090,45729,54367
2041,0,5468,09/24/2001,09/25/2008,North Las Vegas,Clark,NV,22392,23137,26855,27376,31420,36490,40409
2042,0,5470,07/15/2002,09/25/2008,New York City,New York,NY,27128,39360,53249,63764,77725,83043,102399
2043,0,5473,08/12/2002,09/25/2008,New York City,New York,NY,27011,32196,84573,91360,88103,86791,98041
2044,0,5474,06/24/2002,09/25/2008,New York City,New York,NY,56046,66681,83452,103051,133642,177178,233154
2045,0,5475,06/24/2002,09/25/2008,New York City,New York,NY,30237,30690,38961,49634,59862,75445,70793
2046,0,5476,06/24/2002,09/25/2008,New York City,New York,NY,47022,54281,75744,80052,97734,107361,115325
2047,0,5477,06/24/2002,09/25/2008,New York City,New York,NY,33733,43287,50991,62047,83763,85561,116804
2048,0,5486,12/03/2001,09/25/2008,Frisco,Collin,TX,19684,20758,22985,28205,30371,33947,40038
2049,0,5488,11/08/2001,09/25/2008,Houston,Harris,TX,27915,29607,32600,35492,42360,91283,99296
2050,0,5490,11/05/2001,09/25/2008,Keller,Tarrant,TX,33683,60162,68048,73444,77484,88957,113403
2051,0,5491,03/04/2002,09/25/2008,Mc Kinney,Collin,TX,24988,25773,33017,40050,42713,60587,66642
2052,0,5492,08/05/2002,09/25/2008,Mesquite,Dallas,TX,20382,22744,27138,29979,32297,36729,45206
2053,0,5493,01/22/2002,09/25/2008,Pearland,Brazoria,TX,31078,35368,40176,43580,51376,58098,69061
2054,0,5495,09/09/2002,09/25/2008,Watauga,Tarrant,TX,29100,31816,36952,42041,47655,50557,56781
2055,0,5498,01/02/2003,09/25/2008,Chino Hills,San Bernardino,CA,62810,64375,76303,92604,101280,107875,137003
2056,0,5499,01/06/2003,09/25/2008,Kissimmee,Osceola,FL,21821,24604,30095,33158,38652,40701,47146
2057,0,5500,01/06/2003,09/25/2008,Marietta,Cobb,GA,23658,22742,28184,36926,43269,45934,51284
2058,0,5501,06/02/2003,09/25/2008,Jackson Heights,Queens,NY,34511,36548,42032,47561,52312,59226,69847
2059,0,5503,01/06/2003,09/25/2008,Lilburn,Gwinnett,GA,14653,16554,19599,22816,25384,29410,32600
2060,0,5509,01/06/2003,09/25/2008,New York City,New York,NY,31362,43147,57269,68279,87942,106697,139455
2061,0,5510,01/08/2003,09/25/2008,New York City,New York,NY,30866,35723,51224,62083,84174,78793,92591
2062,0,5511,09/03/2002,09/25/2008,Corona,Queens,NY,17293,19515,23314,28680,32407,38368,45123
2063,0,5512,07/15/2002,09/25/2008,Astoria,Queens,NY,24674,26677,32693,45428,45041,52032,60819
2064,0,5514,02/03/2003,09/25/2008,Staten Island,Richmond,NY,36954,36531,45556,55076,55019,54391,63468
2065,0,5518,02/03/2003,09/25/2008,Mesa,Maricopa,AZ,21201,23720,34022,36141,42257,44337,72087
2066,0,5521,01/21/2003,09/25/2008,Sylmar,Los Angeles,CA,41058,43209,49109,50831,57338,63983,75537
2067,0,5522,03/03/2003,09/25/2008,Thousand Oaks,Ventura,CA,73132,73104,90470,89553,98305,113574,129122
2068,0,5523,07/01/2003,09/25/2008,Miami,Miami-Dade,FL,37009,49320,71600,91812,110903,115085,119218
2069,0,5531,01/06/2003,09/25/2008,Hazlet,Monmouth,NJ,47731,56706,71125,78510,86757,99303,106881
2070,0,5534,04/01/2003,09/25/2008,Atlanta,DeKalb,GA,7353,9506,11784,14721,17628,19531,24122
2071,0,5535,02/03/2003,09/25/2008,Carson,Los Angeles,CA,56854,59647,65457,66851,71721,78480,96689
2072,0,5538,07/14/2003,09/25/2008,Lawrenceville,Gwinnett,GA,11031,13266,15776,16844,18553,21373,26737
2073,0,5539,08/11/2003,09/25/2008,Morris Plains,Morris,NJ,25048,25028,25637,28275,52768,52116,56036
2074,0,5540,04/21/2003,09/25/2008,Las Vegas,Clark,NV,40907,45534,53678,54478,62805,68395,74312
2075,0,5543,04/01/2003,09/25/2008,Castaic,Los Angeles,CA,25805,25104,29742,30167,34001,33642,37686
2076,0,5544,03/17/2003,09/25/2008,Foster City,San Mateo,CA,70087,75285,93087,98830,132032,136043,157985
2077,0,5546,05/01/2003,09/25/2008,Aurora,Arapahoe,CO,23408,28845,33415,38552,45949,50677,62332
2078,0,5550,06/23/2003,09/25/2008,Chicago,Cook,IL,23119,24093,29991,36790,41171,49528,65067
2079,0,5551,05/05/2003,09/25/2008,Belleville,Essex,NJ,25479,25715,30213,32537,35084,39490,44399
2080,0,5554,04/14/2003,09/25/2008,Folsom,Sacramento,CA,62684,66347,73401,76660,81003,91138,104699
2081,0,5557,07/14/2003,09/25/2008,Las Vegas,Clark,NV,33754,41973,53625,56650,60285,73019,78134
2082,0,5559,07/14/2003,09/25/2008,Fort Collins,Larimer,CO,11699,15023,26898,26131,42904,47427,53678
2083,0,5570,05/21/2001,09/25/2008,Phoenix,Maricopa,AZ,19732,23129,24292,32155,30129,34806,35238
2084,0,5573,11/01/2002,09/25/2008,Clovis,Fresno,CA,41226,42168,46756,51440,58805,67751,81809
2085,0,5574,07/01/2002,09/25/2008,El Centro,Imperial,CA,53360,52631,52374,58264,67288,129539,148284
2086,0,5577,07/01/2002,09/25/2008,Garden Grove,Orange,CA,72268,75856,92210,98345,105468,113502,126246
2087,0,5579,03/25/1965,09/25/2008,Grandview,Yakima,WA,23255,22419,22832,23614,24550,27068,27760
2088,0,5580,11/18/1964,09/25/2008,Pullman,Whitman,WA,44323,43677,45389,49081,58865,60822,81723
2089,0,5581,10/20/1961,09/25/2008,Renton,King,WA,73082,73952,75749,72068,74047,81847,91001
2090,0,5582,11/25/1941,09/25/2008,Seattle,King,WA,65479,73334,77792,77656,85255,84959,116900
2091,0,5583,04/01/1965,09/25/2008,Seattle,King,WA,71748,71560,71602,71180,72662,79812,81905
2092,0,5584,03/07/1947,09/25/2008,Seattle,King,WA,91463,95366,103485,117543,121370,141109,170304
2093,0,5585,07/29/1960,09/25/2008,Edmonds,Snohomish,WA,82313,85547,85813,98243,95478,108254,114701
2094,0,5586,04/05/1948,09/25/2008,Seattle,King,WA,104005,101750,106589,100332,99436,102120,119010
2095,0,5587,12/09/1955,09/25/2008,Seattle,King,WA,112658,110163,120180,120756,129989,145095,173602
2096,0,5589,09/07/1956,09/25/2008,Seattle,King,WA,48219,48338,48639,43330,43162,45105,50006
2097,0,5590,03/25/1965,09/25/2008,Yakima,Yakima,WA,58222,57932,56867,54315,54372,56213,64038
2098,0,5591,06/22/1967,09/25/2008,Auburn,King,WA,50337,52064,53895,53802,56039,62742,76529
2099,0,5592,12/11/1968,09/25/2008,Olympia,Thurston,WA,49323,47878,47525,46202,45503,49183,58388
2100,0,5593,06/17/1969,09/25/2008,Federal Way,King,WA,79408,77120,84602,86613,96021,105079,117164
2101,0,5594,10/07/1970,09/25/2008,Longview,Cowlitz,WA,47964,47595,45868,43001,48568,47536,68187
2102,0,5595,03/31/1971,09/25/2008,Seattle,King,WA,98009,100356,99277,101568,121083,121888,139115
2103,0,5596,06/02/1971,09/25/2008,Seattle,King,WA,124728,123765,119998,115281,124625,137104,161120
2104,0,5597,12/13/1972,09/25/2008,Tacoma,Pierce,WA,46413,45700,43813,43644,42874,43208,47276
2105,0,5598,06/27/1973,09/25/2008,Kirkland,King,WA,89688,88000,96870,97606,100658,107819,126172
2106,0,5599,12/03/1973,09/25/2008,Aberdeen,Grays Harbor,WA,26287,23628,21194,21162,20673,20669,21795
2107,0,5600,11/04/1974,09/25/2008,Seattle,King,WA,83433,79212,78562,79265,84317,89589,101491
2108,0,5601,01/07/1976,09/25/2008,Chehalis,Lewis,WA,45758,44371,42652,42223,45783,48711,52779
2109,0,5602,06/29/1976,09/25/2008,Seattle,King,WA,77185,76145,75044,76532,81134,89231,104170
2110,0,5603,04/04/1978,09/25/2008,Seattle,King,WA,87049,94921,99913,98053,106333,122520,128862
2111,0,5604,06/08/1981,09/25/2008,Bellevue,King,WA,114806,123764,140043,153204,163305,195940,243850
2112,0,5605,04/01/1974,09/25/2008,Yakima,Yakima,WA,40548,42439,42981,41775,41682,44418,48704
2113,0,5606,11/11/1974,09/25/2008,Richland,Benton,WA,35665,37568,41143,45651,44657,48022,52450
2114,0,5607,07/01/1976,09/25/2008,Cheney,Spokane,WA,21247,20900,22355,21826,22437,23328,26274
2115,0,5609,07/01/1976,09/25/2008,Ephrata,Grant,WA,30490,33230,31706,34279,40257,42629,45201
2116,0,5610,07/01/1976,09/25/2008,Seattle,King,WA,72963,80240,83759,83503,85318,96683,103236
2117,0,5611,07/01/1976,09/25/2008,Spokane,Spokane,WA,28179,26336,26471,24602,24368,24297,28431
2118,0,5612,07/01/1976,09/25/2008,Spokane,Spokane,WA,58690,55691,58540,57491,57114,60237,67492
2119,0,5613,05/06/1991,09/25/2008,Lacey,Thurston,WA,32127,32842,35268,35615,38507,43715,49765
2120,0,5614,10/15/1990,09/25/2008,Vancouver,Clark,WA,78771,81149,86377,89133,96049,108660,120483
2121,0,5615,05/06/1991,09/25/2008,Spokane,Spokane,WA,43226,45425,44836,42579,43142,48130,53542
2122,0,5616,06/24/1991,09/25/2008,Burlington,Skagit,WA,19427,19380,21123,21056,24469,26517,30172
2123,0,5617,11/25/1991,09/25/2008,Sammamish,King,WA,69431,73096,80288,78548,85853,92477,111314
2124,0,5618,11/25/1991,09/25/2008,Bothell,Snohomish,WA,55169,57319,61545,63338,69191,74604,91818
2125,0,5619,12/31/1990,09/25/2008,Mukilteo,Snohomish,WA,61855,63876,74115,72857,81424,93524,118699
2126,0,5620,05/18/1992,09/25/2008,Gig Harbor,Pierce,WA,75464,78787,85505,99045,109621,119411,133943
2127,0,5621,06/08/1992,09/25/2008,Lacey,Thurston,WA,45155,44241,45021,45281,48286,53809,68117
2128,0,5622,01/21/1992,09/25/2008,Arlington,Snohomish,WA,37048,37850,39608,39995,41460,43958,50930
2129,0,5623,07/01/1934,09/25/2008,Marysville,Snohomish,WA,57523,57529,61396,62050,73188,84144,91204
2130,0,5624,07/01/1934,09/25/2008,Snohomish,Snohomish,WA,42138,43556,45967,47619,49237,52073,63137
2131,0,5625,07/01/1934,09/25/2008,Everett,Snohomish,WA,39817,39548,44365,44371,43057,44194,49715
2132,0,5626,07/01/1934,09/25/2008,Arlington,Snohomish,WA,32720,33927,35946,36633,38203,39617,46571
2133,0,5627,07/01/1934,09/25/2008,Redmond,King,WA,91642,99514,114188,125095,136767,161528,181405
2134,0,5628,07/01/1934,09/25/2008,Freeland,Island,WA,39139,37035,36399,35382,38710,43576,49946
2135,0,5629,07/01/1934,09/25/2008,Bellevue,King,WA,108554,110377,123709,126834,139602,152180,187132
2136,0,5630,07/01/1934,09/25/2008,Everett,Snohomish,WA,51385,50273,47921,45695,47351,50241,55761
2137,0,5631,06/30/1985,09/25/2008,Mill Creek,Snohomish,WA,74574,75682,84020,89332,94196,102058,119879
2138,0,5632,06/30/1988,09/25/2008,Monroe,Snohomish,WA,39214,41751,41681,43125,46690,54046,60091
2139,0,5633,06/30/1989,09/25/2008,Sammamish,King,WA,51537,51983,56082,61155,78124,74978,86277
2140,0,5634,10/19/1992,09/25/2008,Bellingham,Whatcom,WA,35107,46686,53866,55602,55994,51575,54951
2141,0,5635,01/19/1993,09/25/2008,Puyallup,Pierce,WA,51473,53571,54894,55477,58388,62683,75313
2142,0,5636,10/06/1993,09/25/2008,Vancouver,Clark,WA,29315,28145,30432,29815,31185,36615,42161
2143,0,5637,03/21/1994,09/25/2008,Puyallup,Pierce,WA,31162,30816,31598,31100,32657,36621,40950
2144,0,5639,11/17/1993,09/25/2008,Veradale,Spokane,WA,28874,27674,30077,28525,29242,34894,37900
2145,0,5640,02/14/1994,09/25/2008,Kirkland,King,WA,33042,33146,32624,34608,38798,42056,50130
2146,0,5641,06/29/1994,09/25/2008,Vancouver,Clark,WA,49053,47416,52108,52621,54770,59004,65389
2147,0,5642,11/14/1993,09/25/2008,Bellingham,Whatcom,WA,36609,37259,36255,37073,39380,38390,43291
2148,0,5643,04/04/1994,09/25/2008,Bremerton,Kitsap,WA,29149,27764,28777,27021,26292,28455,28942
2149,0,5644,07/25/1994,09/25/2008,Auburn,King,WA,26311,25985,25942,24191,24961,27339,28147
2150,0,5645,08/08/1994,09/25/2008,Burien,King,WA,27845,25544,26131,25492,27385,28781,32703
2151,0,5647,01/17/1995,09/25/2008,Sumner,Pierce,WA,30103,30730,34304,34407,32889,38013,44895
2152,0,5648,06/19/1995,09/25/2008,Newcastle,King,WA,57403,62667,71214,77098,87528,97644,106416
2153,0,5650,01/01/1921,09/25/2008,East Wenatchee,Douglas,WA,24720,23248,22880,24440,28028,28378,30364
2154,0,5651,01/01/1921,09/25/2008,Omak,Okanogan,WA,26076,25572,26437,26379,30710,31990,37605
2155,0,5652,01/01/1921,09/25/2008,Chelan,Chelan,WA,13572,13892,14108,14766,19877,22844,26161
2156,0,5653,01/01/1921,09/25/2008,Colville,Stevens,WA,57449,56225,56323,58872,59425,62774,63607
2157,0,5654,01/01/1921,09/25/2008,Moses Lake,Grant,WA,52960,56366,56192,58815,65573,69115,78764
2158,0,5655,01/01/1953,09/25/2008,Seattle,King,WA,57419,56720,58608,59679,58191,65593,71174
2159,0,5656,01/01/1953,09/25/2008,Mount Vernon,Skagit,WA,25556,25568,26868,27109,28626,32061,36611
2160,0,5657,01/01/1953,09/25/2008,Everett,Snohomish,WA,27268,29587,31805,33001,33598,33960,38709
2161,0,5658,01/01/1953,09/25/2008,Kenmore,King,WA,63469,63090,69330,67967,71913,81247,92841
2162,0,5659,01/01/1953,09/25/2008,Woodinville,King,WA,72808,75060,82289,86403,94247,110709,121636
2163,0,5660,01/01/1953,09/25/2008,Edmonds,Snohomish,WA,96519,93901,102408,106537,127366,127949,139716
2164,0,5661,01/01/1953,09/25/2008,Seattle,King,WA,66437,77248,75175,82746,104470,111819,109291
2165,0,5662,06/30/1985,09/25/2008,Bellevue,King,WA,118846,114778,126516,135183,143129,151209,186740
2166,0,5663,02/23/1990,09/25/2008,Walla Walla,Walla Walla,WA,50511,49468,46669,41872,42582,45449,45554
2167,0,5664,01/01/1905,09/25/2008,Kennewick,Benton,WA,47566,46224,44824,47906,48286,48065,58051
2168,0,5665,06/03/1989,09/25/2008,Seattle,King,WA,96554,98615,101909,101197,101348,115674,129547
2169,0,5666,06/03/1989,09/25/2008,Des Moines,King,WA,44775,45020,46627,42904,44605,45674,50849
2170,0,5667,06/03/1989,09/25/2008,North Bend,King,WA,32187,30470,35638,36252,35109,43194,47843
2171,0,5668,01/01/1920,09/25/2008,Vancouver,Clark,WA,71359,69411,67752,66650,69956,79814,81785
2172,0,5669,01/01/1920,09/25/2008,Vancouver,Clark,WA,49184,46932,45199,47140,47168,47017,48466
2173,0,5670,01/01/1920,09/25/2008,Washougal,Clark,WA,33233,31460,33067,33741,38121,43526,45858
2174,0,5672,01/01/1920,09/25/2008,Vancouver,Clark,WA,84222,84934,89001,87365,89660,93949,106500
2175,0,5673,01/01/1916,09/25/2008,Bremerton,Kitsap,WA,29168,28635,27384,25911,25855,25796,24284
2176,0,5674,01/01/1916,09/25/2008,Mercer Island,King,WA,119294,118905,131110,112922,143534,142110,170337
2177,0,5675,01/01/1916,09/25/2008,Bainbridge Island,Kitsap,WA,73059,88556,82057,82252,94748,105624,128058
2178,0,5676,01/01/1916,09/25/2008,Poulsbo,Kitsap,WA,41929,40776,43527,42992,44479,52845,60405
2179,0,5677,01/01/1916,09/25/2008,Vashon,King,WA,50250,46988,40556,40702,47407,50897,58238
2180,0,5678,01/01/1916,09/25/2008,Tacoma,Pierce,WA,41456,43163,43344,41507,42120,46388,47390
2181,0,5679,01/01/1916,09/25/2008,Sumner,Pierce,WA,40212,40480,38891,37527,36036,41109,43425
2182,0,5680,01/01/1916,09/25/2008,Port Orchard,Kitsap,WA,39137,37657,37447,37059,37912,40237,45096
2183,0,5681,01/01/1916,09/25/2008,Spokane,Spokane,WA,45292,43391,43197,37142,37865,38922,43683
2184,0,5682,01/01/1916,09/25/2008,Federal Way,King,WA,53975,53539,56896,58194,61965,68792,96579
2185,0,5683,01/01/1923,09/25/2008,Port Angeles,Clallam,WA,48803,50944,45562,42323,43815,43340,48868
2186,0,5684,01/01/1916,09/25/2008,Port Townsend,Jefferson,WA,48300,44834,43494,41290,46887,50158,62193
2187,0,5685,01/01/1916,09/25/2008,Sequim,Clallam,WA,52129,51226,57975,54923,66523,62577,68814
2188,0,5686,06/30/1987,09/25/2008,Silverdale,Kitsap,WA,52772,50925,49703,47738,50448,54765,58948
2189,0,5687,04/01/1934,09/25/2008,Shoreline,King,WA,73439,74684,78514,79380,87062,91259,105724
2190,0,5688,04/01/1934,09/25/2008,Tukwila,King,WA,31750,30508,32243,32137,37937,41535,55046
2191,0,5689,04/01/1934,09/25/2008,Burien,King,WA,73945,73293,78336,75402,81027,87405,97598
2192,0,5690,01/01/1933,09/25/2008,Albany,Linn,OR,48532,47830,55775,56047,56930,59962,66107
2193,0,5691,01/01/1933,09/25/2008,Corvallis,Benton,OR,58457,54027,53885,53941,59082,58163,63999
2194,0,5692,09/01/1934,09/25/2008,Salem,Marion,OR,49677,48662,56749,54387,57128,61975,67473
2195,0,5693,09/01/1934,09/25/2008,Molalla,Clackamas,OR,26627,25118,26415,25605,28624,29868,32588
2196,0,5694,01/01/1925,09/25/2008,Battle Ground,Clark,WA,48466,46184,58007,51570,58318,64235,70566
